,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,3408,USDC,USDC,usd-coin,14580,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25079035955.326508,25079035955.326508,False,,6,,,,2023-10-25T02:38:00.000Z,1.000027656602517,7492462278.812349,0.5161,0.0001985,0.01809347,0.00520388,-0.00535884,-0.00512757,-0.00151508,25079729556.255436,1.9982,25079729556.26,,2023-10-25T02:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-25 02:40:11.479631
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,417863125.44242483,560729396.150408,True,,7,,,,2023-10-25T02:38:00.000Z,31.204218658272918,1400475837.3605633,-16.7298,-2.82105095,-1.69254339,29.99700156,60.45579743,53.42862589,25.92714371,13039092335.53475,1.0389,17497122685.6,,2023-10-25T02:38:00.000Z,,,,,,2023-10-25 02:40:11.479631
7,2010,Cardano,ADA,cardano,953,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35229132399.752,36289808363.508,False,,8,,,,2023-10-25T02:38:00.000Z,0.28138430420580696,358743087.55014414,5.3773,-1.09733147,-1.35080123,14.25550282,15.06200822,8.1814925,-8.57829579,9912924908.078466,0.7898,12662293689.26,,2023-10-25T02:38:00.000Z,,,,,,2023-10-25 02:40:11.479631
8,74,Dogecoin,DOGE,dogecoin,813,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141550896383.70526,141550896383.70526,True,,9,,,,2023-10-25T02:38:00.000Z,0.0662754335721863,592069783.2292404,-15.8552,-0.86183523,-2.69691453,12.46240726,8.73649925,5.21008796,-15.1398634,9381347030.361685,0.748,9381347030.36,,2023-10-25T02:38:00.000Z,,,,,,2023-10-25 02:40:11.479631
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88857218148.92516,88857236848.79988,True,,10,71659659264.0,6637740620.483326,,2023-10-25T02:38:00.000Z,0.0926286935865736,302493782.9806151,-7.0805,-0.18049059,-0.36044488,4.56135629,10.26554727,19.96120145,12.42804567,8230728032.872114,0.6557,8230729765.02,,2023-10-25T02:38:00.000Z,,,,,,2023-10-25 02:40:11.479631
0,1,Bitcoin,BTC,bitcoin,10504,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19523343.0,19523343.0,False,,1,,,,2023-10-25T07:48:00.000Z,33804.2493912197,32735646334.175735,-31.5138,-1.03660282,-0.3125617,18.49966079,29.16453482,29.81489266,14.78688563,659971955722.3235,53.083,709889237215.61,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
1,1027,Ethereum,ETH,ethereum,7614,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120262637.95097296,120262637.95097296,True,,2,,,,2023-10-25T07:48:00.000Z,1767.2504396040847,11759077503.062492,-30.6709,-1.2410594,-2.21466854,12.33588209,11.84715873,6.96032215,-5.83465629,212534199786.80383,17.0622,212534199786.8,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
2,825,Tether USDt,USDT,tether,64259,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84256686740.46358,87625667476.78386,True,,3,,,,2023-10-25T07:48:00.000Z,1.0001999334571254,45804329829.62837,-25.2609,0.00102697,0.00751127,-0.04997864,0.0482002,0.07214343,0.04698379,84273532471.12953,6.7783,87643186779.42,,2023-10-25T07:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-25 07:50:11.691034
3,1839,BNB,BNB,bnb,1697,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151704649.96638596,151704649.96638596,False,,4,,,,2023-10-25T07:48:00.000Z,224.88715690685146,494779595.25055635,-31.7972,-1.04934498,-1.10705455,5.57974832,7.47755797,3.53449195,-7.08270308,34116427420.489616,2.7441,34116427420.49,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
4,52,XRP,XRP,xrp,1121,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-25T07:48:00.000Z,0.5448903337977733,2400286041.266171,18.197,-1.17028565,1.08608277,11.21406012,10.20854148,4.3724234,-23.68486505,29119499249.763702,2.3377,54489033379.78,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
5,3408,USDC,USDC,usd-coin,14582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25068387825.93758,25068387825.93758,False,,6,,,,2023-10-25T07:48:00.000Z,1.0001070712695974,6560486907.2962675,-17.5043,-0.00305629,-0.00750245,-0.01968951,0.02236441,0.01390753,0.02364746,25071071930.048862,2.0165,25071071930.05,,2023-10-25T07:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-25 07:50:11.691034
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,417862971.43454105,560729241.5948292,True,,7,,,,2023-10-25T07:48:00.000Z,30.914364616083358,1281413389.8050747,-16.8413,-2.47813851,-0.54646048,28.90087637,58.96312626,51.89257919,22.82728299,12917968258.487427,1.0392,17334588225.56,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
7,2010,Cardano,ADA,cardano,953,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35229811883.11,36289808363.508,False,,8,,,,2023-10-25T07:48:00.000Z,0.2784657754143372,317620604.91559845,-12.9348,-1.46836742,-0.17214554,12.70131462,13.67715786,6.99942062,-10.53712281,9810296883.731457,0.7891,12530959893.65,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
8,74,Dogecoin,DOGE,dogecoin,813,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141553176383.70523,141553176383.70523,True,,9,,,,2023-10-25T07:48:00.000Z,0.06533009934480367,489963238.3947168,-37.2471,-1.50751318,-1.43981244,10.58399705,7.41375144,3.42669767,-16.70252652,9247683075.71998,0.7439,9247683075.72,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88855231020.66252,88855246315.6816,True,,10,71659659264.0,6635450150.709485,,2023-10-25T07:48:00.000Z,0.09259673041793219,275731445.3625566,-17.6635,-0.60429517,-0.27235985,4.27596558,9.80713616,19.50558619,12.2452332,8227703873.043373,0.6614,8227705289.31,,2023-10-25T07:48:00.000Z,,,,,,2023-10-25 07:50:11.691034
0,1,Bitcoin,BTC,bitcoin,10504,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19523343.0,19523343.0,False,,1,,,,2023-10-25T07:51:00.000Z,33827.42979423497,32785454107.54825,-31.4556,-0.97946464,-0.35556529,18.64138579,29.23014585,29.90426156,14.88318372,660424514681.2688,53.1637,710376025678.93,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
1,1027,Ethereum,ETH,ethereum,7614,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120262637.95097296,120262637.95097296,True,,2,,,,2023-10-25T07:51:00.000Z,1766.0407210779424,11796116254.546923,-30.4383,-1.31190859,-2.36477707,12.31608367,11.7182487,6.88728405,-5.9011109,212388715845.6718,17.1089,212388715845.67,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
2,825,Tether USDt,USDT,tether,64259,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84256686740.46358,87625667476.78386,True,,3,,,,2023-10-25T07:51:00.000Z,1.0003202911127946,45899695843.45546,-25.1504,0.00505379,0.03533424,-0.01549403,0.04843865,0.08635194,0.05009525,84283673408.42007,6.7848,87653733199.33,,2023-10-25T07:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-25 07:53:50.401702
3,1839,BNB,BNB,bnb,1697,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151704649.96638596,151704649.96638596,False,,4,,,,2023-10-25T07:51:00.000Z,224.6298608859249,495396328.913383,-31.6406,-1.17703267,-1.2010936,5.53205057,7.24836088,3.44408365,-7.17631858,34077394417.69721,2.7432,34077394417.7,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
4,52,XRP,XRP,xrp,1121,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-25T07:51:00.000Z,0.5437667973304547,2402385329.0445986,18.3025,-1.39027245,0.94825899,11.04546775,9.61259723,4.22957465,-23.82647988,29059456306.64681,2.3409,54376679733.05,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
5,3408,USDC,USDC,usd-coin,14582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25068387825.93758,25068387825.93758,False,,6,,,,2023-10-25T07:51:00.000Z,1.0002174510908244,6579338537.198547,-17.3019,0.00016421,0.02982299,0.01202283,0.02073065,0.01996917,0.03304303,25073838974.215538,2.0184,25073838974.22,,2023-10-25T07:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-25 07:53:50.401702
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,417862971.43454105,560729241.5948292,True,,7,,,,2023-10-25T07:51:00.000Z,30.912169819112087,1283226594.448605,-16.7987,-2.33621016,-0.71160145,28.9881974,58.75208896,52.00157644,22.9590548,12917051134.103315,1.0391,17333357538.72,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
7,2010,Cardano,ADA,cardano,953,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35229811883.11,36289808363.508,False,,8,,,,2023-10-25T07:51:00.000Z,0.27789660754734813,318253385.6008256,-12.8162,-1.64041507,-0.43500751,12.53415983,13.3437177,6.81441024,-10.71029086,9790245206.84752,0.7881,12505347339.63,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
8,74,Dogecoin,DOGE,dogecoin,813,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141553176383.70523,141553176383.70523,True,,9,,,,2023-10-25T07:51:00.000Z,0.0651635960654158,491562498.5394179,-37.0762,-1.74546332,-1.70021371,10.34590459,7.0860733,3.17260567,-16.96016762,9224114007.644323,0.742,9224114007.64,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88855231020.66252,88855246315.6816,True,,10,71659659264.0,6630726331.338488,,2023-10-25T07:51:00.000Z,0.09253081021374039,276661035.7614315,-17.3777,-0.63474829,-0.3144372,4.22047471,9.70903159,19.4129128,12.19666153,8221846518.070982,0.6617,8221847933.33,,2023-10-25T07:51:00.000Z,,,,,,2023-10-25 07:53:50.401702
0,1,Bitcoin,BTC,bitcoin,10504,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19523425.0,19523425.0,False,,1,,,,2023-10-25T09:51:00.000Z,34155.002715098024,32040097147.963104,-34.4531,0.64653648,-0.87180108,19.49618063,30.96080842,31.32068438,15.61678522,666822633883.0127,53.2076,717255057017.06,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
1,1027,Ethereum,ETH,ethereum,7615,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120262637.95097296,120262637.95097296,True,,2,,,,2023-10-25T09:51:00.000Z,1780.0121717339798,11846251874.55359,-30.0582,0.42087759,-2.87514786,12.43762602,13.00208654,7.93929579,-5.55510202,214068959357.56873,17.0762,214068959357.57,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
2,825,Tether USDt,USDT,tether,64264,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84256686740.46358,87625667476.78386,True,,3,,,,2023-10-25T09:51:00.000Z,1.0000761095119877,44982622007.78296,-28.1299,0.00279222,-0.01366148,-0.04217962,0.02081422,0.06880699,0.00805344,84263099475.77309,6.7236,87632336623.57,,2023-10-25T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-25 09:53:50.621925
3,1839,BNB,BNB,bnb,1697,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151704634.46896946,151704634.46896946,False,,4,,,,2023-10-25T09:51:00.000Z,225.62415481836382,481374975.31912065,-34.9954,0.23921023,-1.92198216,5.73833824,8.01604268,3.94897735,-7.07221605,34228229934.090057,2.7312,34228229934.09,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
4,52,XRP,XRP,xrp,1121,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-25T09:51:00.000Z,0.5497333671626278,2356168388.7227674,17.019,0.53154094,-0.05660595,12.2652781,11.16214462,5.32137242,-23.44953242,29378315928.436516,2.3435,54973336716.26,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
5,3408,USDC,USDC,usd-coin,14584,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25058438418.433277,25058438418.433277,False,,6,,,,2023-10-25T09:51:00.000Z,1.000055644894163,6554629178.883966,-18.802,0.00758589,0.01266787,-0.01218715,-0.0007488,0.0085965,0.00452095,25059832792.586964,1.9996,25059832792.59,,2023-10-25T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-25 09:53:50.621925
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,417862890.70941395,560729160.5909371,True,,7,,,,2023-10-25T09:51:00.000Z,31.67577450574936,1318448064.7751555,-11.4339,1.15466321,-0.35291749,31.30691527,62.81440841,56.07345188,24.64523938,13236130700.431986,1.0557,17761530449.68,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
7,2010,Cardano,ADA,cardano,953,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35230172992.628,36289808363.508,False,,8,,,,2023-10-25T09:51:00.000Z,0.28107522143550717,314390747.6680981,-15.9251,0.73724653,-1.07805024,14.02435218,14.96021747,8.50563777,-10.12832108,9902328675.11414,0.7901,12648384964.6,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
8,74,Dogecoin,DOGE,dogecoin,813,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141554386383.70523,141554386383.70523,True,,9,,,,2023-10-25T09:51:00.000Z,0.06573148916992566,484121394.61351234,-33.6396,0.51019013,-2.37226888,11.1917001,8.31010494,4.46866222,-17.39652162,9304580615.535994,0.7421,9304580615.54,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88854132720.485,88854230542.8846,True,,10,71659659264.0,6661174249.865983,,2023-10-25T09:51:00.000Z,0.09295570643624855,275312394.393829,-17.9753,0.22446818,-0.27388491,4.17621653,10.45694084,19.93723584,12.08078973,8259498676.81287,0.6589,8259507769.96,,2023-10-25T09:51:00.000Z,,,,,,2023-10-25 09:53:50.621925
0,1,Bitcoin,BTC,bitcoin,10504,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19523512.0,19523512.0,False,,1,,,,2023-10-25T11:51:00.000Z,34198.87302580663,30783326603.343407,-39.4033,-0.10081498,-0.88330423,20.42936735,31.27180821,31.38966048,15.87178059,667682107905.812,53.2115,718176333541.94,,2023-10-25T11:51:00.000Z,,,,,,2023-10-25 11:53:50.780863
